,full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,Bio,Follower Count
494,Marc A. Veasey,M,rep,TX,33.0,TX-33,D,MarcVeasey,RepVeasey,D+42.09,D+42.21,Veasey,Marc,A.,,https://veasey.house.gov,2348 Rayburn House Office Building Washington DC 20515-4333,202-225-9897,,http://veasey.house.gov/rss.xml,CongressmanMarcVeasey,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q,V000131,2166.0,N00033839,,H2TX33073,79466.0,412579,49671.0,Mark Veasey,,21365.0,Marc Veasey,congressman from  tx33   serve on  energycommerce   co-founder of  bluecollardems   founder of voting rights caucus,6765.0
495,Filemon Vela,M,rep,TX,34.0,TX-34,D,FilemonVela,RepFilemonVela,D+16.15,D+16.12,Vela,Filemon,,,https://vela.house.gov,307 Cannon House Office Building Washington DC 20515-4334,202-225-9901,,http://vela.house.gov/rss.xml,USCongressmanFilemonVela,RepFilemonVela,,V000132,2167.0,N00034349,,H2TX27190,95434.0,412580,137719.0,Filemon Vela,,21366.0,Filemon Vela Jr.,campaign account for congressman filemon vela  i am honored to serve the constituents of south texas   tx34,2114.0
496,Lloyd Doggett,M,rep,TX,35.0,TX-35,D,LloydDoggettTX,RepLloydDoggett,D+26.19,D+26.2,Doggett,Lloyd,A.,,https://doggett.house.gov,2307 Rayburn House Office Building Washington DC 20515-4335,202-225-4865,,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,303.0,N00006023,,H4TX10028,36810.0,400111,21689.0,Lloyd Doggett,,29571.0,Lloyd Doggett,u s  representative  tx 35th district  serving neighbors from south san antonio to north austin  onward   worksforus,3490.0
497,Brian Babin,M,rep,TX,36.0,TX-36,R,Babin4Congress,RepBrianBabin,R+52.71,R+52.5,Babin,Brian,,,https://babin.house.gov,2236 Rayburn House Office Building Washington DC 20515-4336,202-225-1555,,,RepBrianBabin,,UCPVEZgw-VbDRbLV1MRGVQNQ,B001291,2270.0,N00005736,,H6TX02079,44883.0,412655,360.0,Brian Babin,,21551.0,Brian Babin,u s  representative for the 36th congressional district of texas  follows  rts  mentions are not endorsements ,1996.0
498,Blake D. Moore,M,rep,UT,1.0,UT-1,R,ElectBlakeMoore,RepBlakeMoore,R+40.52,R+39.4,Moore,Blake,David,,https://blakemoore.house.gov,1320 Longworth House Office Building Washington DC 20515-4401,202-225-0453,,,,,,M001213,,,,H0UT01205,,456851,,,,,Blake Moore,u s  house of representatives,1751.0
499,Chris Stewart,M,rep,UT,2.0,UT-2,R,StewartforUtah,RepChrisStewart,R+25.58,R+24.44,Stewart,Chris,,,https://stewart.house.gov,166 Cannon House Office Building Washington DC 20515-4402,202-225-9730,,http://stewart.house.gov/rss.xml,RepChrisStewart,repchrisstewart,UCKYqzTvmQVWys-WhrCkbyPw,S001192,2168.0,N00033932,,H2UT02324,68466.0,412581,135930.0,Chris Stewart,,21367.0,Chris Stewart (politician),u s  congressman proudly serving utah s 2nd district  veteran  author  husband  and father  official chris stewart campaign account ,2938.0
500,John R. Curtis,M,rep,UT,3.0,UT-3,R,CurtisUT,RepJohnCurtis,R+38.85,R+37.73,Curtis,John,R.,,https://curtis.house.gov,2400 Rayburn House Office Building Washington DC 20515-4403,202-225-7751,,,RepJohnCurtis,,UChAQ4MD-HigmGnImSoAKBVA,C001114,,N00041221,,H8UT03238,,412740,123390.0,John Curtis (Utah),,21755.0,John Curtis (Utah politician),u s  representative for utah\xe2\x80\x99s third congressional district,7266.0
501,Burgess Owens,M,rep,UT,4.0,UT-4,R,BurgessOwens,RepBurgessOwens,R+20.12,R+18.96,Owens,Clarence,,,https://owens.house.gov,1039 Longworth House Office Building Washington DC 20515-4404,202-225-3011,,,,,,O000086,,,,H0UT04076,,456852,,Burgess Owens,,,Burgess Owens,representing  ut04 in congress \n\nsuper bowl xv champion,254379.0
502,Robert J. Wittman,M,rep,VA,1.0,VA-1,R,ReElectWittman,RobWittman,R+16.99,R+9.91,Wittman,Robert,J.,,https://wittman.house.gov,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,RepRobWittman,RobWittman,UCIqIb-OaTbkIdU426eYIdPg,W000804,1886.0,N00029459,,H8VA01147,1028089.0,412255,58133.0,Robert J. Wittman,,20756.0,Rob Wittman,campaign account for rob wittman  proudly serving  va01  \xc2\xa0 teamwittman  firstdistrictfirst,1528.0
503,Elaine G. Luria,F,rep,VA,2.0,VA-2,D,ElaineLuriaVA,RepElaineLuria,R+7.79,R+0.65,Luria,Elaine,G.,,https://luria.house.gov,412 Cannon House Office Building Washington DC 20515-4602,202-225-4215,,,,,,L000591,,N00042293,,H8VA02111,,412830,179677.0,Elaine Luria,,21941.0,Elaine Luria,ret  navy cdr  mermaid maker  mom    all around badass  reps  va02 with honor   grit \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xc2\xa0\xf0\x9f\x92\xaa,37115.0
504,"Robert C. ""Bobby"" Scott",M,rep,VA,3.0,VA-3,D,BobbyScott4VA3,BobbyScott,D+28.48,D+35.18,Scott,Robert,C.,,https://bobbyscott.house.gov,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,,http://www.house.gov/index.php?format=feed&amp;type=rss,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,1037.0,N00002147,,H6VA01117,25888.0,400364,27117.0,Robert C. Scott,,39307.0,Bobby Scott (politician),official campaign twitter feed for bobby scott for congress  facebook  https //t co/aflc2ikbzv ,3431.0
505,A. Donald McEachin,M,rep,VA,4.0,VA-4,D,Donald_McEachin,RepMcEachin,D+16.91,D+23.87,McEachin,A.,Donald,,https://mceachin.house.gov,314 Cannon House Office Building Washington DC 20515-4604,202-225-6365,,,RepMcEachin,,UCMoPYHuZ3fZho0ZixZCfiFg,M001200,,N00039327,,H6VA04061,103621.0,412728,8230.0,Donald McEachin,,21736.0,Donald McEachin,honored to serve the people of  va04 in the u s  congress  father  husband  former state senator  alum of  americanu    uvalaw ,7681.0
506,Bob Good,M,rep,VA,5.0,VA-5,R,GoodForCongress,RepBobGood,R+14.35,R+7.25,Good,Robert,G.,,https://good.house.gov,1213 Longworth House Office Building Washington DC 20515-4605,202-225-4711,,,,,,G000595,,,,H0VA05160,,456853,,,,,Bob Good,bob good  congressman-elect in va-05,2288.0
507,Ben Cline,M,rep,VA,6.0,VA-6,R,Cline4Virginia,RepBenCline,R+27.72,R+20.8,Cline,Ben,,,https://cline.house.gov,2443 Rayburn House Office Building Washington DC 20515-4606,202-225-5431,,,,,,C001118,,N00042296,,H8VA06104,,412832,50959.0,Ben Cline,,21908.0,Ben Cline,husband of elizabeth  father of two daughters  former virginia delegate  proudly representing the people of virginia s sixth district in the u s  congress ,6400.0
508,Abigail Davis Spanberger,F,rep,VA,7.0,VA-7,D,SpanbergerVA07,RepSpanberger,R+12.59,R+5.47,Spanberger,Abigail,Davis,,https://spanberger.house.gov,1431 Longworth House Office Building Washington DC 20515-4607,202-225-2815,,,,,,S001209,,N00041418,,H8VA07094,,412833,179682.0,Abigail Spanberger,,21966.0,Abigail Spanberger,congresswoman for virginia s 7th district  former cia officer  girl scout leader   va07  my congressional account is  repspanberger ,66472.0
509,"Donald S. Beyer, Jr.",M,rep,VA,8.0,VA-8,D,DonBeyerVA,RepDonBeyer,D+42.58,D+48.81,Beyer,Donald,S.,Jr.,https://beyer.house.gov,1119 Longworth House Office Building Washington DC 20515-4608,202-225-4376,,,RepDonBeyer,,UCPJGVbOVcAVGiBwq8qr_T9w,B001292,2272.0,N00036018,,H4VA08224,21141.0,412657,1707.0,Don Beyer,,21554.0,Don Beyer,campaign account for va-08 congressman   my official house of representatives twitter is  repdonbeyer  ,6756.0
510,H. Morgan Griffith,M,rep,VA,9.0,VA-9,R,MorganGriffith,RepMGriffith,R+41.82,R+35.26,Griffith,H.,Morgan,,https://morgangriffith.house.gov,2202 Rayburn House Office Building Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,2070.0,N00032029,,H0VA09055,62766.0,412485,5148.0,Morgan Griffith,,21191.0,Morgan Griffith,official campaign account   proudly serving virginia s 9th district,2163.0
511,Jennifer Wexton,F,rep,VA,10.0,VA-10,D,JenniferWexton,RepWexton,D+1.55,D+8.67,Wexton,Jennifer,,,https://wexton.house.gov,1217 Longworth House Office Building Washington DC 20515-4610,202-225-5136,,,,,,W000825,,N00041002,,H8VA10106,,412834,147013.0,Jennifer Wexton,,21983.0,Jennifer Wexton,mom to two boys   two rescue labs  former state senator  prosecutor  and advocate for abused children  congresswoman for  va10 ,28646.0
512,Gerald E. Connolly,M,rep,VA,11.0,VA-11,D,ElectConnolly,GerryConnolly,D+30.25,D+36.89,Connolly,Gerald,E.,,https://connolly.house.gov,2238 Rayburn House Office Building Washington DC 20515-4611,202-225-1492,,http://connolly.house.gov/common/rss//index.cfm?rss=44,CongressmanGerryConnolly,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,1959.0,N00029891,,H8VA11062,1015936.0,412272,95078.0,Gerald Connolly,,20952.0,Gerry Connolly,campaign account for congressman gerry connolly  va-11 ,3345.0
513,Stacey E. Plaskett,F,rep,VI,0.0,VI-1,D,staceyplaskett,staceyplaskett,,,Plaskett,Stacey,E.,,https://plaskett.house.gov,2404 Rayburn House Office Building Washington DC 20515-5500,202-225-1790,,,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,H2VI00082,79090.0,412659,155929.0,,,,Stacey Plaskett,proudly representing the virgin islands of the united states,275486.0
514,Peter Welch,M,rep,VT,0.0,VT-1,D,WelchForVT,PeterWelch,D+24.2,D+23.93,Welch,Peter,,,https://welch.house.gov,2187 Rayburn House Office Building Washington DC 20515-4500,202-225-4115,,http://www.welch.house.gov/index.php?format=feed&amp;type=rss,PeterWelch,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA,W000800,1879.0,N00000515,,"H6VT00160,H8VT00034",1019990.0,412239,51272.0,Peter Welch,,20750.0,Peter Welch,welcome to the campaign account for rep  peter welch  peter has been a champion for working vermonters throughout his distinguished career of public service ,2198.0
515,Suzan K. DelBene,F,rep,WA,1.0,WA-1,D,SuzanDelBene,RepDelBene,D+10.67,D+14.44,DelBene,Suzan,K.,,https://delbene.house.gov,2330 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,,http://delbene.house.gov/rss.xml,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,D000617,2096.0,N00030693,,H0WA08046,1033929.0,412505,126272.0,Suzan DelBene,,31101.0,Suzan DelBene,proudly representing washington s 1st congressional district \nshe/her \n wa01\n teamdelbene,4359.0
516,Rick Larsen,M,rep,WA,2.0,WA-2,D,larsenrick,RepRickLarsen,D+18.01,D+21.71,Larsen,Rick,,,https://larsen.house.gov,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,1675.0,N00009759,,H0WA02080,86610.0,400232,56231.0,Rick Larsen,,20145.0,Rick Larsen,born and raised in northwest wa  honored to represent wa s 2nd district  this is the campaign account,3405.0
517,Jaime Herrera Beutler,F,rep,WA,3.0,WA-3,R, JaimeForUSRep,HerreraBeutler,R+9.29,R+5.5,Herrera Beutler,Jaime,,,https://jhb.house.gov,2352 Rayburn House Office Building Washington DC 20515-4703,202-225-3536,,http://herrerabeutler.house.gov/news/rss.aspx,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,2071.0,N00031559,,H0WA03187,95198.0,412486,101907.0,Jaime Herrera Beutler,,21187.0,Jaime Herrera Beutler,an independent voice for congress  working to control spending  create jobs  and lower the cost of health care ,4680.0
518,Dan Newhouse,M,rep,WA,4.0,WA-4,R,Newhouse4Rep,RepNewhouse,R+26.26,R+22.61,Newhouse,Dan,,,https://newhouse.house.gov,504 Cannon House Office Building Washington DC 20515-4704,202-225-5816,,,RepNewhouse,,UCllbsv_aoIaPS6W3aSonZlw,N000189,2275.0,N00036403,,H4WA04104,78315.0,412660,51522.0,Dan Newhouse,,21556.0,Dan Newhouse,proudly serving washington s 4th district in the u s  congress  follows  retweets and mentions are not endorsements  campaign account ,489.0
519,Cathy McMorris Rodgers,F,rep,WA,5.0,WA-5,R,TeamCMR,CathyMcMorris,R+15.79,R+12.04,Rodgers,Cathy,McMorris,,https://mcmorris.house.gov,1035 Longworth House Office Building Washington DC 20515-4705,202-225-2006,,http://mcmorris.house.gov/common/rss/?rss=96,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,1809.0,N00026314,,H4WA05077,1013063.0,400659,3217.0,Cathy McMorris Rodgers,,20535.0,Cathy McMorris Rodgers,proud to serve eastern washington as your congresswoman  the best is yet to come ,2558.0
520,Derek Kilmer,M,rep,WA,6.0,WA-6,D,DerekKilmer,RepDerekKilmer,D+9.37,D+13.15,Kilmer,Derek,,,https://kilmer.house.gov,2059 Rayburn House Office Building Washington DC 20515-4706,202-225-5916,,http://kilmer.house.gov/rss.xml,derek.kilmer,,,K000381,2169.0,N00034453,,H2WA06129,68310.0,412583,51516.0,Derek Kilmer,,21368.0,Derek Kilmer,born in port angeles  lives in gig harbor  father of two  avid star wars fan  \nproud representative of washington s beautiful 6th congressional district ,2141.0
521,Pramila Jayapal,F,rep,WA,7.0,WA-7,D,PramilaJayapal,RepJayapal,D+63.17,D+65.78,Jayapal,Pramila,,,https://jayapal.house.gov,2346 Rayburn House Office Building Washington DC 20515-4707,202-225-3106,,,RepJayapal,,UCmyD0_-2Oowkfwc_Raghclw,J000298,,N00038858,,H6WA07458,9267128.0,412730,153141.0,Pramila Jayapal,,21726.0,Pramila Jayapal,congressmember for wa-07 and lifelong organizer for immigrant  civil  and human rights  progressive caucus chair  bold  unafraid  and a proud mom  she/her ,209372.0
522,Kim Schrier,F,rep,WA,8.0,WA-8,D,DrKimSchrier,RepKimSchrier,R+1.26,D+2.55,Schrier,Kim,,,https://schrier.house.gov,1123 Longworth House Office Building Washington DC 20515-4708,202-225-7761,,,,,,S001216,,N00041606,,H8WA08189,,412835,181124.0,Kim Schrier,,21962.0,Kim Schrier,pediatrician  mom  congresswoman representing  wa08,10561.0
523,Adam Smith,M,rep,WA,9.0,WA-9,D,electadamsmith,RepAdamSmith,D+40.57,D+43.88,Smith,Adam,,,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,,http://www.house.gov/news/rss.aspx,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,1528.0,N00007833,,H6WA09025,44329.0,400379,845.0,Adam Smith,,29768.0,Adam Smith (politician),proudly representing washington s 9th congressional district  husband  dad  uw alum  avid mariners   seahawks fan  retweets are not endorsements ,1040.0
524,Marilyn Strickland,F,rep,WA,10.0,WA-10,D,StricklandforWA,RepStricklandWA,D+8.87,D+12.65,Strickland,Marilyn,,,https://strickland.house.gov,1004 Longworth House Office Building Washington DC 20515-4710,202-225-9740,,,,,,S001159,,,,H0WA10034,,456854,,,,,Marilyn Strickland,congresswoman  wa-10  democrat  army brat  fighting for an equitable economy  fmr mayor of tacoma   fmr ceo seattle metro chamber  southsoundproud,5014.0
525,Bryan Steil,M,rep,WI,1.0,WI-1,R,BryanSteil,RepBryanSteil,R+11.49,R+12.84,Steil,Bryan,,,https://steil.house.gov,1526 Longworth House Office Building Washington DC 20515-4901,202-225-3031,,,,,,S001213,,N00043379,,H8WI01156,,412836,181289.0,Bryan Steil,,21970.0,Bryan Steil,congressman for wisconsin\xe2\x80\x99s first district  personal account  on  wisconsin ,2855.0
526,Mark Pocan,M,rep,WI,2.0,WI-2,D,MarkPocan,RepMarkPocan,D+33.91,D+32.59,Pocan,Mark,,,https://pocan.house.gov,1727 Longworth House Office Building Washington DC 20515-4902,202-225-2906,,http://pocan.house.gov/rss.xml,repmarkpocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,P000607,2171.0,N00033549,,H2WI02124,79688.0,412585,26238.0,Mark Pocan,,21370.0,Mark Pocan,congressman for wi s 2nd district  progressive caucus co-chair  small-business owner  labor union member  fighter in the resistance  campaign account ,23706.0
527,Ron Kind,M,rep,WI,3.0,WI-3,D,KindforCongress,RepRonKind,R+2.56,R+3.91,Kind,Ron,James,,https://kind.house.gov,1502 Longworth House Office Building Washington DC 20515-4903,202-225-5506,,http://kind.house.gov/common/rss/?rss=52,repronkind,RepRonKind,UC0_BilariURHwSHf9baGykg,K000188,1498.0,N00004403,,H6WI03099,45870.0,400218,630.0,Ron Kind,,29769.0,Ron Kind,husband  father  sportsman  representative of wisconsin\xe2\x80\x99s 3rd congressional district   working hard for wisconsin families  tweets from ron signed rk  uniteblue,4486.0
528,Gwen Moore,F,rep,WI,4.0,WI-4,D,Gwen4Congress,RepGwenMoore,D+48.74,D+47.46,Moore,Gwen,,,https://gwenmoore.house.gov,2252 Rayburn House Office Building Washington DC 20515-4904,202-225-4572,,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,1811.0,N00026914,,H4WI04183,42548.0,400661,3457.0,Gwen Moore,,20537.0,Gwen Moore,official twitter of gwen moore for congress campaign  for more information  please visit http //t co/r0oqfe14tq,3801.0
529,Scott Fitzgerald,M,rep,WI,5.0,WI-5,R,FitzgeraldForWI,RepFitzgerald,R+24.49,R+25.82,Fitzgerald,Scott,L.,,https://fitzgerald.house.gov,1507 Longworth House Office Building Washington DC 20515-4905,202-225-5101,,,,,,F000471,,,,H0WI05113,,456855,3446.0,,,,Scott L. Fitzgerald,congressman for wisconsin\xe2\x80\x99s 5th   proven  battle-tested conservative  former wisconsin senate majority leader  army reserve veteran  husband  father ,2092.0
530,Glenn Grothman,M,rep,WI,6.0,WI-6,R,GrothmanforWI,RepGrothman,R+16.93,R+18.27,Grothman,Glenn,,,https://grothman.house.gov,1427 Longworth House Office Building Washington DC 20515-4906,202-225-2476,,,RepGrothman,,UCui4k83Cot4aeVW_8T33fgg,G000576,2276.0,N00036409,,H4WI06048,77282.0,412661,3493.0,Glenn Grothman,,21559.0,Glenn Grothman,glenn grothman represents wi s 6th congressional district in the house of representatives ,2052.0
531,Thomas P. Tiffany,M,rep,WI,7.0,WI-7,R,TomTiffanyWI,,R+17.86,R+19.2,Tiffany,Thomas,P.,,https://tiffany.house.gov,1719 Longworth House Office Building Washington DC 20515-4907,202-225-3365,,,,,,T000165,,N00045307,,H0WI07101,,456791,,Tom Tiffany,,,Tom Tiffany,congressman for wisconsin s 7th district  husband  dad  dam tender  proven conservative  \xf0\x9f\x87\xba\xf0\x9f\x87\xb8,6764.0
532,Mike Gallagher,M,rep,WI,8.0,WI-8,R,MikeforWI,RepGallagher,R+16.19,R+17.54,Gallagher,Mike,,,https://gallagher.house.gov,1230 Longworth House Office Building Washington DC 20515-4908,202-225-5665,,,RepMikeGallagher,,,G000579,,N00039330,,H6WI08155,104067.0,412731,171843.0,Michael Gallagher (Wisconsin),,21720.0,Mike Gallagher (American politician),campaign account for congressman mike gallagher representing wisconsin s 8th ,4254.0
533,David B. McKinley,M,rep,WV,1.0,WV-1,R,RepMcKinley,RepMcKinley,R+30.43,R+33.3,McKinley,David,B.,,https://mckinley.house.gov,2239 Rayburn House Office Building Washington DC 20515-4801,202-225-4172,,http://mckinley.house.gov/common/rss//index.cfm?rss=49,RepMcKinley,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g,M001180,2074.0,N00031681,,H0WV01072,9269013.0,412487,117396.0,David McKinley,,21188.0,David McKinley,proud to serve the first district of west virginia in the u s  house of representatives  member of the energy and commerce committee  staff-run account,32862.0
534,Alexander Mooney,M,rep,WV,2.0,WV-2,R,MooneyforWV,RepAlexMooney,R+25.39,R+28.32,Mooney,Alexander,X.,,https://mooney.house.gov,2228 Rayburn House Office Building Washington DC 20515-4802,202-225-2711,,,CongressmanAlexMooney,,UCw9CGkF4Re3areluI43TGyA,M001195,2277.0,N00033814,,H4WV02080,76588.0,412662,145943.0,Alexander Mooney,,21557.0,Alex Mooney,proud west virginian  conservative  congressman for  wv02  wvpol,2085.0
535,Carol D. Miller,F,rep,WV,3.0,WV-3,R,CarolMillerWV,RepCarolMiller,R+37.33,R+40.11,Miller,Carol,D.,,https://miller.house.gov,465 Cannon House Office Building Washington DC 20515-4803,202-225-3452,,,,,,M001205,,N00041542,,H8WV03097,,412837,52123.0,Carol Miller (West Virginia),,21946.0,Carol Miller (politician),wife  mother  grandmother  small business owner  bison farmer  and congresswoman for west virginia s 3rd district  cutting the bull out of politics   maga,2949.0
536,Liz Cheney,F,rep,WY,0.0,WY-1,R,Liz_Cheney,RepLizCheney,R+48.35,R+44.56,Cheney,Liz,,,https://cheney.house.gov,416 Cannon House Office Building Washington DC 20515-5000,202-225-2311,,,replizcheney,,UCvL57Zp99QdDllF-KGziUAA,C001109,,N00035504,,H6WY00159,86147.0,412732,171319.0,Liz Cheney,,21710.0,Liz Cheney,proud rodeo mom  soccer mom  baseball mom  hockey mom  constitutional conservative  honored to serve the people of wyoming in congress ,144448.0
